c_order_id, c_order_date, c_order_time, c_order_subtotal, c_order_tax, c_order_total, c_order_payment_type
45874, 2023-11-7, 20:21:7, 12, 0.99, 12.99, cash
45875, 2023-11-7, 22:56:58, 10, 0.83, 10.82, credit
45876, 2023-11-7, 12:55:28, 25, 2.06, 27.06, cash
45877, 2023-11-7, 15:17:0, 27, 2.23, 29.23, credit
45878, 2023-11-7, 20:58:15, 6, 0.49, 6.50, debit
45879, 2023-11-7, 17:25:22, 10, 0.83, 10.82, credit
45880, 2023-11-7, 20:9:19, 10, 0.83, 10.82, credit
45881, 2023-11-7, 22:50:31, 9, 0.74, 9.74, debit
45882, 2023-11-7, 22:39:32, 21, 1.73, 22.73, credit
45883, 2023-11-7, 21:51:42, 28, 2.31, 30.31, debit
45884, 2023-11-7, 22:38:30, 15, 1.24, 16.24, cash
45885, 2023-11-7, 13:55:48, 13, 1.07, 14.07, credit
45886, 2023-11-7, 19:38:48, 21, 1.73, 22.73, cash
45887, 2023-11-7, 12:52:20, 28, 2.31, 30.31, debit
45888, 2023-11-7, 14:0:32, 7, 0.58, 7.58, debit
45889, 2023-11-7, 15:23:9, 25, 2.06, 27.06, credit
45890, 2023-11-7, 20:18:13, 27, 2.23, 29.23, credit
45891, 2023-11-7, 20:16:8, 17, 1.40, 18.40, debit
45892, 2023-11-7, 15:54:39, 9, 0.74, 9.74, debit
45893, 2023-11-7, 11:0:54, 10, 0.83, 10.82, cash
45894, 2023-11-7, 13:53:52, 10, 0.83, 10.82, credit
45895, 2023-11-7, 15:54:31, 24, 1.98, 25.98, credit
45896, 2023-11-7, 15:44:37, 21, 1.73, 22.73, credit
45897, 2023-11-7, 15:24:28, 13, 1.07, 14.07, credit
45898, 2023-11-7, 13:44:39, 27, 2.23, 29.23, credit
45899, 2023-11-7, 21:40:10, 13, 1.07, 14.07, credit
45900, 2023-11-7, 20:44:14, 15, 1.24, 16.24, debit
45901, 2023-11-7, 18:14:22, 21, 1.73, 22.73, cash
45902, 2023-11-7, 19:22:31, 9, 0.74, 9.74, cash
45903, 2023-11-7, 18:16:11, 6, 0.49, 6.50, debit
45904, 2023-11-7, 11:12:44, 10, 0.83, 10.82, cash
45905, 2023-11-7, 12:29:0, 19, 1.57, 20.57, debit
45906, 2023-11-7, 16:26:44, 14, 1.16, 15.15, debit
45907, 2023-11-7, 20:25:8, 7, 0.58, 7.58, credit
45908, 2023-11-7, 16:45:25, 21, 1.73, 22.73, cash
45909, 2023-11-7, 15:53:51, 14, 1.16, 15.15, debit
45910, 2023-11-8, 15:56:28, 6, 0.49, 6.50, debit
45911, 2023-11-8, 12:6:14, 8, 0.66, 8.66, credit
45912, 2023-11-8, 22:36:48, 7, 0.58, 7.58, debit
45913, 2023-11-8, 12:59:10, 17, 1.40, 18.40, credit
45914, 2023-11-8, 13:39:45, 5, 0.41, 5.41, cash
45915, 2023-11-8, 15:3:19, 11, 0.91, 11.91, debit
45916, 2023-11-8, 13:30:10, 5, 0.41, 5.41, cash
45917, 2023-11-8, 16:55:39, 29, 2.39, 31.39, debit
45918, 2023-11-8, 17:18:28, 11, 0.91, 11.91, debit
45919, 2023-11-8, 13:13:37, 21, 1.73, 22.73, cash
45920, 2023-11-8, 13:5:52, 13, 1.07, 14.07, debit
45921, 2023-11-8, 15:8:10, 10, 0.83, 10.82, debit
45922, 2023-11-8, 14:20:33, 9, 0.74, 9.74, debit
45923, 2023-11-8, 18:56:51, 10, 0.83, 10.82, credit
45924, 2023-11-8, 15:25:7, 14, 1.16, 15.15, debit
45925, 2023-11-8, 11:3:57, 11, 0.91, 11.91, credit
45926, 2023-11-8, 13:23:57, 29, 2.39, 31.39, credit
45927, 2023-11-8, 22:0:11, 28, 2.31, 30.31, credit
45928, 2023-11-8, 21:10:50, 25, 2.06, 27.06, cash
45929, 2023-11-8, 20:37:19, 16, 1.32, 17.32, credit
45930, 2023-11-8, 19:7:21, 21, 1.73, 22.73, credit
45931, 2023-11-8, 20:23:42, 23, 1.90, 24.90, cash
45932, 2023-11-8, 15:2:29, 25, 2.06, 27.06, credit
45933, 2023-11-8, 13:4:25, 13, 1.07, 14.07, credit
45934, 2023-11-8, 18:54:13, 10, 0.83, 10.82, cash
45935, 2023-11-8, 12:50:49, 10, 0.83, 10.82, cash
45936, 2023-11-8, 18:39:3, 24, 1.98, 25.98, debit
45937, 2023-11-8, 21:34:45, 16, 1.32, 17.32, credit
45938, 2023-11-8, 11:48:57, 12, 0.99, 12.99, debit
45939, 2023-11-8, 22:42:23, 14, 1.16, 15.15, credit
45940, 2023-11-8, 15:11:11, 24, 1.98, 25.98, debit
45941, 2023-11-8, 13:1:34, 18, 1.49, 19.48, credit
45942, 2023-11-8, 15:17:28, 18, 1.49, 19.48, cash
45943, 2023-11-8, 21:41:31, 11, 0.91, 11.91, cash
45944, 2023-11-8, 13:12:12, 9, 0.74, 9.74, cash
45945, 2023-11-8, 12:17:5, 21, 1.73, 22.73, credit
45946, 2023-11-8, 18:51:55, 20, 1.65, 21.65, credit
45947, 2023-11-8, 20:55:2, 24, 1.98, 25.98, credit
45948, 2023-11-8, 18:58:49, 6, 0.49, 6.50, credit
45949, 2023-11-8, 14:36:59, 25, 2.06, 27.06, credit
45950, 2023-11-8, 17:20:45, 16, 1.32, 17.32, debit
45951, 2023-11-8, 12:32:14, 17, 1.40, 18.40, credit
45952, 2023-11-8, 11:37:11, 11, 0.91, 11.91, debit
45953, 2023-11-8, 13:34:59, 26, 2.15, 28.14, debit
45954, 2023-11-8, 17:10:1, 21, 1.73, 22.73, cash
45955, 2023-11-8, 20:48:39, 23, 1.90, 24.90, credit
45956, 2023-11-8, 22:44:47, 29, 2.39, 31.39, debit
45957, 2023-11-8, 17:58:34, 19, 1.57, 20.57, debit
45958, 2023-11-8, 12:30:34, 25, 2.06, 27.06, debit
45959, 2023-11-8, 14:20:39, 18, 1.49, 19.48, debit
45960, 2023-11-8, 18:38:5, 21, 1.73, 22.73, credit
45961, 2023-11-8, 17:14:34, 29, 2.39, 31.39, credit
45962, 2023-11-8, 19:52:1, 10, 0.83, 10.82, credit
45963, 2023-11-8, 14:12:44, 6, 0.49, 6.50, debit
45964, 2023-11-8, 15:12:23, 17, 1.40, 18.40, debit
45965, 2023-11-8, 13:26:26, 23, 1.90, 24.90, credit
45966, 2023-11-8, 16:22:25, 16, 1.32, 17.32, cash
45967, 2023-11-8, 15:16:8, 9, 0.74, 9.74, debit
45968, 2023-11-8, 17:54:22, 10, 0.83, 10.82, credit
45969, 2023-11-8, 21:47:50, 26, 2.15, 28.14, credit
45970, 2023-11-8, 22:22:4, 25, 2.06, 27.06, debit
45971, 2023-11-8, 13:8:51, 23, 1.90, 24.90, credit
45972, 2023-11-8, 13:31:4, 17, 1.40, 18.40, debit
45973, 2023-11-8, 11:55:9, 10, 0.83, 10.82, credit
45974, 2023-11-8, 11:49:44, 13, 1.07, 14.07, debit
45975, 2023-11-8, 18:45:14, 10, 0.83, 10.82, credit
45976, 2023-11-8, 14:14:43, 19, 1.57, 20.57, debit
45977, 2023-11-8, 18:14:14, 14, 1.16, 15.15, cash
45978, 2023-11-8, 22:10:48, 21, 1.73, 22.73, credit
45979, 2023-11-8, 18:18:51, 17, 1.40, 18.40, credit
45980, 2023-11-8, 16:5:35, 9, 0.74, 9.74, cash
45981, 2023-11-8, 22:22:41, 23, 1.90, 24.90, credit
45982, 2023-11-8, 15:59:41, 20, 1.65, 21.65, debit
45983, 2023-11-8, 21:21:10, 14, 1.16, 15.15, debit
45984, 2023-11-8, 12:47:51, 7, 0.58, 7.58, debit
45985, 2023-11-8, 18:36:51, 16, 1.32, 17.32, cash
45986, 2023-11-8, 14:13:48, 9, 0.74, 9.74, credit
45987, 2023-11-8, 21:3:23, 19, 1.57, 20.57, cash
45988, 2023-11-8, 19:5:14, 17, 1.40, 18.40, debit
45989, 2023-11-8, 19:57:38, 26, 2.15, 28.14, debit
45990, 2023-11-8, 19:29:25, 28, 2.31, 30.31, cash
45991, 2023-11-8, 20:10:49, 29, 2.39, 31.39, debit
45992, 2023-11-8, 21:8:1, 29, 2.39, 31.39, debit
45993, 2023-11-8, 13:11:16, 6, 0.49, 6.50, cash
45994, 2023-11-8, 19:12:1, 21, 1.73, 22.73, credit
45995, 2023-11-8, 15:17:27, 17, 1.40, 18.40, credit
45996, 2023-11-8, 17:40:51, 7, 0.58, 7.58, debit
45997, 2023-11-8, 17:1:16, 23, 1.90, 24.90, debit
45998, 2023-11-8, 13:25:3, 23, 1.90, 24.90, cash
45999, 2023-11-8, 22:27:29, 28, 2.31, 30.31, debit
46000, 2023-11-8, 11:41:34, 16, 1.32, 17.32, cash
46001, 2023-11-8, 11:4:15, 11, 0.91, 11.91, debit
46002, 2023-11-8, 20:22:2, 18, 1.49, 19.48, credit
46003, 2023-11-8, 22:25:51, 25, 2.06, 27.06, debit
46004, 2023-11-8, 20:11:40, 11, 0.91, 11.91, cash
46005, 2023-11-8, 19:22:10, 13, 1.07, 14.07, debit
46006, 2023-11-8, 20:6:36, 5, 0.41, 5.41, credit
46007, 2023-11-8, 18:0:30, 26, 2.15, 28.14, debit
46008, 2023-11-8, 22:13:4, 10, 0.83, 10.82, cash
46009, 2023-11-8, 21:44:24, 22, 1.82, 23.82, credit
46010, 2023-11-8, 20:30:13, 11, 0.91, 11.91, cash
46011, 2023-11-8, 12:18:36, 14, 1.16, 15.15, debit
46012, 2023-11-8, 20:9:51, 10, 0.83, 10.82, debit
46013, 2023-11-8, 13:0:26, 26, 2.15, 28.14, credit
46014, 2023-11-8, 13:33:32, 27, 2.23, 29.23, credit
46015, 2023-11-8, 22:57:15, 5, 0.41, 5.41, credit
46016, 2023-11-8, 16:22:58, 20, 1.65, 21.65, credit
46017, 2023-11-8, 17:2:34, 24, 1.98, 25.98, credit
46018, 2023-11-8, 16:31:5, 20, 1.65, 21.65, credit
46019, 2023-11-8, 16:57:23, 5, 0.41, 5.41, debit
46020, 2023-11-8, 19:14:38, 10, 0.83, 10.82, cash
46021, 2023-11-8, 19:32:14, 29, 2.39, 31.39, debit
46022, 2023-11-8, 14:50:57, 18, 1.49, 19.48, credit
46023, 2023-11-8, 13:31:15, 6, 0.49, 6.50, credit
46024, 2023-11-8, 11:38:38, 18, 1.49, 19.48, debit
46025, 2023-11-8, 12:50:3, 20, 1.65, 21.65, cash
46026, 2023-11-8, 12:58:43, 25, 2.06, 27.06, credit
46027, 2023-11-8, 14:46:42, 26, 2.15, 28.14, credit
46028, 2023-11-8, 16:20:56, 6, 0.49, 6.50, credit
46029, 2023-11-8, 13:34:51, 18, 1.49, 19.48, credit
46030, 2023-11-8, 20:14:5, 8, 0.66, 8.66, cash
46031, 2023-11-8, 16:46:56, 27, 2.23, 29.23, debit
46032, 2023-11-8, 12:8:21, 22, 1.82, 23.82, debit
46033, 2023-11-8, 15:31:54, 24, 1.98, 25.98, credit
46034, 2023-11-8, 20:52:26, 25, 2.06, 27.06, debit
46035, 2023-11-8, 14:44:41, 21, 1.73, 22.73, cash
46036, 2023-11-8, 20:59:39, 17, 1.40, 18.40, credit
46037, 2023-11-8, 12:1:58, 20, 1.65, 21.65, debit
46038, 2023-11-8, 12:59:45, 16, 1.32, 17.32, debit
46039, 2023-11-8, 21:31:43, 29, 2.39, 31.39, debit
46040, 2023-11-8, 15:35:18, 10, 0.83, 10.82, cash
46041, 2023-11-8, 18:53:50, 7, 0.58, 7.58, credit
46042, 2023-11-8, 13:43:55, 22, 1.82, 23.82, credit
46043, 2023-11-8, 12:1:3, 8, 0.66, 8.66, cash
46044, 2023-11-8, 17:34:26, 15, 1.24, 16.24, debit
46045, 2023-11-8, 21:5:5, 23, 1.90, 24.90, credit
46046, 2023-11-8, 18:9:20, 15, 1.24, 16.24, cash
46047, 2023-11-8, 14:4:13, 18, 1.49, 19.48, credit
46048, 2023-11-8, 21:48:58, 21, 1.73, 22.73, credit
46049, 2023-11-8, 16:51:10, 24, 1.98, 25.98, debit
46050, 2023-11-8, 20:59:54, 6, 0.49, 6.50, debit
46051, 2023-11-8, 12:47:25, 23, 1.90, 24.90, cash
46052, 2023-11-8, 15:17:33, 5, 0.41, 5.41, credit
46053, 2023-11-8, 12:54:58, 11, 0.91, 11.91, debit
46054, 2023-11-8, 15:27:33, 29, 2.39, 31.39, credit
46055, 2023-11-8, 19:47:55, 28, 2.31, 30.31, debit
46056, 2023-11-8, 20:27:1, 17, 1.40, 18.40, debit
46057, 2023-11-8, 19:22:52, 22, 1.82, 23.82, debit
46058, 2023-11-8, 12:48:59, 28, 2.31, 30.31, debit
46059, 2023-11-8, 22:30:24, 12, 0.99, 12.99, cash
46060, 2023-11-8, 12:39:58, 14, 1.16, 15.15, credit
46061, 2023-11-8, 16:2:18, 22, 1.82, 23.82, cash
46062, 2023-11-8, 21:35:39, 7, 0.58, 7.58, cash
46063, 2023-11-8, 20:48:29, 12, 0.99, 12.99, credit
46064, 2023-11-8, 21:27:1, 24, 1.98, 25.98, cash
46065, 2023-11-8, 18:28:42, 6, 0.49, 6.50, cash
46066, 2023-11-8, 19:23:3, 15, 1.24, 16.24, debit
46067, 2023-11-8, 11:13:21, 19, 1.57, 20.57, credit
46068, 2023-11-8, 12:6:48, 6, 0.49, 6.50, credit
46069, 2023-11-8, 13:33:8, 21, 1.73, 22.73, cash
46070, 2023-11-8, 13:0:19, 10, 0.83, 10.82, cash
46071, 2023-11-8, 15:55:52, 13, 1.07, 14.07, debit
46072, 2023-11-9, 22:43:7, 27, 2.23, 29.23, credit
46073, 2023-11-9, 15:6:2, 19, 1.57, 20.57, cash
46074, 2023-11-9, 21:6:45, 17, 1.40, 18.40, cash
46075, 2023-11-9, 18:5:14, 19, 1.57, 20.57, debit
46076, 2023-11-9, 20:59:52, 26, 2.15, 28.14, credit
46077, 2023-11-9, 19:11:53, 27, 2.23, 29.23, credit
46078, 2023-11-9, 15:47:44, 16, 1.32, 17.32, debit
46079, 2023-11-9, 11:26:8, 10, 0.83, 10.82, credit
46080, 2023-11-9, 21:58:48, 13, 1.07, 14.07, cash
46081, 2023-11-9, 19:1:57, 18, 1.49, 19.48, debit
46082, 2023-11-9, 12:47:34, 21, 1.73, 22.73, cash
46083, 2023-11-9, 20:25:42, 8, 0.66, 8.66, debit
46084, 2023-11-9, 11:9:28, 22, 1.82, 23.82, cash
46085, 2023-11-9, 13:19:59, 28, 2.31, 30.31, debit
46086, 2023-11-9, 20:5:47, 18, 1.49, 19.48, credit
46087, 2023-11-9, 18:53:26, 5, 0.41, 5.41, cash
46088, 2023-11-9, 12:51:15, 8, 0.66, 8.66, cash
46089, 2023-11-9, 20:47:50, 5, 0.41, 5.41, credit
46090, 2023-11-9, 16:26:26, 23, 1.90, 24.90, cash
46091, 2023-11-9, 18:55:7, 25, 2.06, 27.06, credit
46092, 2023-11-9, 17:2:43, 8, 0.66, 8.66, cash
46093, 2023-11-9, 18:30:5, 17, 1.40, 18.40, debit
46094, 2023-11-9, 18:45:14, 8, 0.66, 8.66, cash
46095, 2023-11-9, 18:40:18, 25, 2.06, 27.06, credit
46096, 2023-11-9, 17:31:35, 13, 1.07, 14.07, credit
46097, 2023-11-9, 15:38:8, 27, 2.23, 29.23, debit
46098, 2023-11-9, 12:50:37, 28, 2.31, 30.31, credit
46099, 2023-11-9, 19:52:1, 27, 2.23, 29.23, credit
46100, 2023-11-9, 21:9:4, 10, 0.83, 10.82, debit
46101, 2023-11-9, 21:17:20, 10, 0.83, 10.82, cash
46102, 2023-11-9, 19:12:48, 10, 0.83, 10.82, credit
46103, 2023-11-9, 21:57:46, 19, 1.57, 20.57, cash
46104, 2023-11-9, 19:3:31, 10, 0.83, 10.82, cash
46105, 2023-11-9, 16:11:52, 25, 2.06, 27.06, credit
46106, 2023-11-9, 15:28:36, 8, 0.66, 8.66, cash
46107, 2023-11-9, 12:37:3, 10, 0.83, 10.82, cash
46108, 2023-11-9, 13:0:58, 5, 0.41, 5.41, debit
46109, 2023-11-9, 18:33:30, 22, 1.82, 23.82, cash
46110, 2023-11-9, 20:20:25, 12, 0.99, 12.99, debit
46111, 2023-11-9, 14:5:20, 17, 1.40, 18.40, cash
46112, 2023-11-9, 18:18:4, 23, 1.90, 24.90, cash
46113, 2023-11-9, 22:4:36, 17, 1.40, 18.40, credit
46114, 2023-11-9, 16:17:30, 7, 0.58, 7.58, cash
46115, 2023-11-9, 18:55:32, 8, 0.66, 8.66, debit
46116, 2023-11-9, 19:9:32, 13, 1.07, 14.07, debit
46117, 2023-11-9, 14:17:59, 22, 1.82, 23.82, cash
46118, 2023-11-9, 18:11:28, 19, 1.57, 20.57, cash
46119, 2023-11-9, 17:21:12, 24, 1.98, 25.98, debit
46120, 2023-11-9, 22:23:45, 26, 2.15, 28.14, cash
46121, 2023-11-9, 17:52:0, 28, 2.31, 30.31, credit
46122, 2023-11-9, 17:7:36, 25, 2.06, 27.06, credit
46123, 2023-11-9, 18:1:11, 23, 1.90, 24.90, debit
46124, 2023-11-9, 13:49:15, 5, 0.41, 5.41, credit
46125, 2023-11-9, 11:1:10, 17, 1.40, 18.40, credit
46126, 2023-11-9, 14:50:1, 25, 2.06, 27.06, debit
46127, 2023-11-9, 11:1:43, 22, 1.82, 23.82, debit
46128, 2023-11-9, 20:50:0, 21, 1.73, 22.73, cash
46129, 2023-11-9, 22:21:46, 10, 0.83, 10.82, credit
46130, 2023-11-9, 15:6:28, 6, 0.49, 6.50, cash
46131, 2023-11-9, 20:44:33, 24, 1.98, 25.98, debit
46132, 2023-11-9, 13:55:13, 23, 1.90, 24.90, cash
46133, 2023-11-9, 16:0:13, 8, 0.66, 8.66, credit
46134, 2023-11-9, 21:44:9, 20, 1.65, 21.65, debit
46135, 2023-11-9, 13:16:43, 17, 1.40, 18.40, credit
46136, 2023-11-9, 11:38:28, 14, 1.16, 15.15, debit
46137, 2023-11-9, 13:37:27, 12, 0.99, 12.99, credit
46138, 2023-11-9, 18:17:17, 28, 2.31, 30.31, cash
46139, 2023-11-9, 17:59:54, 22, 1.82, 23.82, credit
46140, 2023-11-9, 11:8:9, 20, 1.65, 21.65, debit
46141, 2023-11-9, 14:58:15, 27, 2.23, 29.23, debit
46142, 2023-11-9, 20:26:16, 7, 0.58, 7.58, debit
46143, 2023-11-9, 12:11:18, 12, 0.99, 12.99, credit
46144, 2023-11-9, 18:11:36, 29, 2.39, 31.39, cash
46145, 2023-11-9, 21:12:44, 13, 1.07, 14.07, debit
46146, 2023-11-9, 18:22:15, 18, 1.49, 19.48, credit
46147, 2023-11-9, 20:36:55, 25, 2.06, 27.06, debit
46148, 2023-11-9, 18:32:32, 27, 2.23, 29.23, credit
46149, 2023-11-9, 14:42:32, 6, 0.49, 6.50, debit
46150, 2023-11-9, 21:32:55, 15, 1.24, 16.24, debit
46151, 2023-11-9, 22:45:52, 19, 1.57, 20.57, credit
46152, 2023-11-9, 17:48:3, 16, 1.32, 17.32, debit
46153, 2023-11-9, 16:8:46, 9, 0.74, 9.74, cash
46154, 2023-11-9, 21:6:56, 6, 0.49, 6.50, credit
46155, 2023-11-9, 18:11:32, 9, 0.74, 9.74, credit
46156, 2023-11-9, 12:19:36, 28, 2.31, 30.31, debit
46157, 2023-11-9, 12:14:58, 25, 2.06, 27.06, debit
46158, 2023-11-9, 12:43:38, 29, 2.39, 31.39, debit
46159, 2023-11-9, 18:42:38, 17, 1.40, 18.40, cash
46160, 2023-11-9, 16:43:50, 24, 1.98, 25.98, credit
46161, 2023-11-9, 17:56:11, 19, 1.57, 20.57, credit
46162, 2023-11-9, 19:20:5, 5, 0.41, 5.41, cash
46163, 2023-11-9, 19:59:50, 21, 1.73, 22.73, cash
46164, 2023-11-9, 14:8:6, 24, 1.98, 25.98, credit
46165, 2023-11-9, 12:37:51, 15, 1.24, 16.24, debit
46166, 2023-11-9, 13:45:23, 15, 1.24, 16.24, debit
46167, 2023-11-9, 12:1:8, 22, 1.82, 23.82, debit
46168, 2023-11-9, 11:21:2, 7, 0.58, 7.58, debit
46169, 2023-11-9, 12:3:49, 23, 1.90, 24.90, debit
46170, 2023-11-9, 20:41:18, 21, 1.73, 22.73, credit
46171, 2023-11-9, 13:47:24, 5, 0.41, 5.41, debit
46172, 2023-11-9, 16:56:1, 17, 1.40, 18.40, cash
46173, 2023-11-9, 15:19:30, 10, 0.83, 10.82, credit
46174, 2023-11-9, 21:34:48, 23, 1.90, 24.90, debit
46175, 2023-11-9, 15:26:27, 25, 2.06, 27.06, credit
46176, 2023-11-9, 18:48:15, 9, 0.74, 9.74, debit
46177, 2023-11-9, 21:46:49, 14, 1.16, 15.15, credit
46178, 2023-11-9, 15:28:1, 8, 0.66, 8.66, credit
46179, 2023-11-9, 16:42:28, 7, 0.58, 7.58, credit
46180, 2023-11-9, 19:50:53, 29, 2.39, 31.39, cash
46181, 2023-11-9, 17:6:53, 9, 0.74, 9.74, cash
46182, 2023-11-9, 15:20:26, 12, 0.99, 12.99, debit
46183, 2023-11-9, 13:28:20, 26, 2.15, 28.14, debit
46184, 2023-11-9, 22:8:49, 27, 2.23, 29.23, credit
46185, 2023-11-9, 19:13:13, 18, 1.49, 19.48, debit
46186, 2023-11-9, 20:7:6, 21, 1.73, 22.73, credit
46187, 2023-11-9, 22:33:55, 18, 1.49, 19.48, credit
46188, 2023-11-9, 12:12:6, 9, 0.74, 9.74, cash
46189, 2023-11-9, 18:55:17, 21, 1.73, 22.73, cash
46190, 2023-11-9, 16:32:12, 28, 2.31, 30.31, credit
46191, 2023-11-9, 18:30:10, 24, 1.98, 25.98, cash
46192, 2023-11-9, 13:16:36, 25, 2.06, 27.06, debit
46193, 2023-11-9, 12:25:0, 21, 1.73, 22.73, cash
46194, 2023-11-9, 16:48:58, 5, 0.41, 5.41, credit
46195, 2023-11-9, 22:28:52, 14, 1.16, 15.15, cash
46196, 2023-11-9, 22:37:31, 28, 2.31, 30.31, credit
46197, 2023-11-9, 11:7:53, 8, 0.66, 8.66, debit
46198, 2023-11-9, 19:9:8, 20, 1.65, 21.65, debit
46199, 2023-11-9, 15:43:36, 27, 2.23, 29.23, credit
46200, 2023-11-9, 12:33:29, 14, 1.16, 15.15, credit
46201, 2023-11-9, 17:11:9, 17, 1.40, 18.40, debit
46202, 2023-11-9, 15:4:20, 24, 1.98, 25.98, credit
46203, 2023-11-9, 22:19:27, 8, 0.66, 8.66, cash
46204, 2023-11-9, 21:34:23, 26, 2.15, 28.14, debit
46205, 2023-11-9, 17:57:39, 13, 1.07, 14.07, credit
46206, 2023-11-9, 17:18:36, 17, 1.40, 18.40, cash
46207, 2023-11-9, 16:57:48, 25, 2.06, 27.06, debit
46208, 2023-11-9, 19:50:44, 13, 1.07, 14.07, cash
46209, 2023-11-9, 21:33:8, 14, 1.16, 15.15, credit
46210, 2023-11-9, 16:5:52, 16, 1.32, 17.32, cash
46211, 2023-11-9, 21:1:31, 24, 1.98, 25.98, credit
46212, 2023-11-9, 20:29:0, 12, 0.99, 12.99, cash
46213, 2023-11-9, 18:37:16, 24, 1.98, 25.98, credit
46214, 2023-11-9, 13:39:24, 18, 1.49, 19.48, cash
46215, 2023-11-9, 13:48:26, 16, 1.32, 17.32, credit
46216, 2023-11-9, 18:14:5, 19, 1.57, 20.57, debit
46217, 2023-11-9, 22:59:43, 21, 1.73, 22.73, cash
46218, 2023-11-9, 16:37:46, 18, 1.49, 19.48, cash
46219, 2023-11-9, 17:36:26, 20, 1.65, 21.65, debit
46220, 2023-11-9, 20:54:27, 19, 1.57, 20.57, debit
46221, 2023-11-9, 15:49:17, 20, 1.65, 21.65, cash
46222, 2023-11-9, 19:53:58, 24, 1.98, 25.98, debit
46223, 2023-11-9, 21:46:31, 15, 1.24, 16.24, credit
46224, 2023-11-9, 20:23:58, 14, 1.16, 15.15, debit
46225, 2023-11-9, 13:24:41, 26, 2.15, 28.14, cash
46226, 2023-11-9, 20:34:33, 6, 0.49, 6.50, debit
46227, 2023-11-9, 15:4:37, 7, 0.58, 7.58, credit
46228, 2023-11-9, 13:41:17, 8, 0.66, 8.66, debit
46229, 2023-11-9, 12:21:38, 11, 0.91, 11.91, debit
46230, 2023-11-9, 11:35:47, 13, 1.07, 14.07, debit
46231, 2023-11-10, 18:38:37, 13, 1.07, 14.07, debit
46232, 2023-11-10, 20:32:11, 27, 2.23, 29.23, cash
46233, 2023-11-10, 22:15:28, 9, 0.74, 9.74, debit
46234, 2023-11-10, 14:6:15, 23, 1.90, 24.90, credit
46235, 2023-11-10, 20:52:45, 13, 1.07, 14.07, debit
46236, 2023-11-10, 16:16:2, 15, 1.24, 16.24, cash
46237, 2023-11-10, 20:54:47, 19, 1.57, 20.57, cash
46238, 2023-11-10, 20:30:3, 12, 0.99, 12.99, credit
46239, 2023-11-10, 11:44:36, 7, 0.58, 7.58, credit
46240, 2023-11-10, 11:48:7, 8, 0.66, 8.66, debit
46241, 2023-11-10, 13:43:3, 13, 1.07, 14.07, debit
46242, 2023-11-10, 22:35:45, 8, 0.66, 8.66, cash
46243, 2023-11-10, 14:26:12, 23, 1.90, 24.90, credit
46244, 2023-11-10, 19:24:53, 5, 0.41, 5.41, cash
46245, 2023-11-10, 12:48:45, 7, 0.58, 7.58, debit
46246, 2023-11-10, 14:39:26, 23, 1.90, 24.90, debit
46247, 2023-11-10, 16:48:43, 17, 1.40, 18.40, debit
46248, 2023-11-10, 18:8:0, 18, 1.49, 19.48, credit
46249, 2023-11-10, 16:24:15, 7, 0.58, 7.58, debit
46250, 2023-11-10, 22:39:31, 28, 2.31, 30.31, cash
46251, 2023-11-10, 11:24:49, 20, 1.65, 21.65, credit
46252, 2023-11-10, 12:37:49, 19, 1.57, 20.57, debit
46253, 2023-11-10, 12:5:50, 24, 1.98, 25.98, debit
46254, 2023-11-10, 12:45:45, 5, 0.41, 5.41, credit
46255, 2023-11-10, 11:55:57, 18, 1.49, 19.48, credit
46256, 2023-11-10, 14:12:29, 8, 0.66, 8.66, credit
46257, 2023-11-10, 19:38:10, 8, 0.66, 8.66, credit
46258, 2023-11-10, 14:8:7, 17, 1.40, 18.40, debit
46259, 2023-11-10, 11:45:6, 9, 0.74, 9.74, cash
46260, 2023-11-10, 22:32:17, 11, 0.91, 11.91, debit
46261, 2023-11-10, 16:8:16, 9, 0.74, 9.74, cash
46262, 2023-11-10, 16:0:45, 21, 1.73, 22.73, cash
46263, 2023-11-10, 16:4:24, 14, 1.16, 15.15, cash
46264, 2023-11-10, 12:43:34, 23, 1.90, 24.90, credit
46265, 2023-11-10, 20:54:1, 13, 1.07, 14.07, debit
46266, 2023-11-10, 21:21:17, 21, 1.73, 22.73, credit
46267, 2023-11-10, 14:25:56, 23, 1.90, 24.90, credit
46268, 2023-11-10, 19:43:53, 25, 2.06, 27.06, debit
46269, 2023-11-10, 11:56:39, 27, 2.23, 29.23, debit
46270, 2023-11-10, 11:24:24, 21, 1.73, 22.73, cash
46271, 2023-11-10, 15:24:11, 5, 0.41, 5.41, credit
46272, 2023-11-10, 11:43:58, 18, 1.49, 19.48, cash
46273, 2023-11-10, 20:24:4, 27, 2.23, 29.23, credit
46274, 2023-11-10, 21:9:48, 16, 1.32, 17.32, credit
46275, 2023-11-10, 14:31:32, 29, 2.39, 31.39, credit
46276, 2023-11-10, 13:7:50, 5, 0.41, 5.41, credit
46277, 2023-11-10, 13:43:45, 8, 0.66, 8.66, debit
46278, 2023-11-10, 20:16:31, 10, 0.83, 10.82, credit
46279, 2023-11-10, 14:57:34, 26, 2.15, 28.14, cash
46280, 2023-11-10, 21:20:52, 18, 1.49, 19.48, credit
46281, 2023-11-10, 16:14:51, 7, 0.58, 7.58, cash
46282, 2023-11-10, 21:37:30, 19, 1.57, 20.57, cash
46283, 2023-11-10, 22:21:8, 24, 1.98, 25.98, cash
